Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Price
Air India,12/01/2023,Bangalore,New Delhi,20:01,20h 59m,3 stops,12712
Air Asia,13/01/2023,Mumbai,Delhi,20:28,17h 37m,non-stop,7617
Multiple carriers,29/01/2023,Chennai,Bangalore,14:35,13h 7m,1 stop,8503
Air Asia,12/04/2023,Bangalore,Cochin,14:26,21h 45m,3 stops,11765
GoAir,06/02/2023,Kolkata,Delhi,08:56,22h 16m,2 stops,12217
Vistara,26/04/2023,Kolkata,New Delhi,13:02,1h 1m,non-stop,3868
GoAir,18/03/2023,Mumbai,Hyderabad,10:21,6h 36m,3 stops,8495
Vistara,24/03/2023,Kolkata,Delhi,12:53,2h 51m,3 stops,7263
Vistara,08/03/2023,Kolkata,Cochin,05:27,8h 6m,1 stop,6532
Air India,18/04/2023,Mumbai,Kolkata,20:58,9h 53m,1 stop,8692
GoAir,12/01/2023,Kolkata,New Delhi,00:27,1h 40m,non-stop,2306
Air India,04/01/2023,Mumbai,Kolkata,23:46,5h 29m,2 stops,7632
SpiceJet,25/01/2023,Kolkata,Cochin,17:53,8h 46m,3 stops,9577
Multiple carriers,11/01/2023,Bangalore,Cochin,04:40,1h 40m,non-stop,2477
Air Asia,14/01/2023,Mumbai,New Delhi,04:18,9h 57m,1 stop,5940
Air India,27/04/2023,Chennai,Cochin,06:25,4h 31m,non-stop,4847
Air India,10/01/2023,Chennai,Hyderabad,06:43,14h 24m,2 stops,10797
Air Asia,08/02/2023,Kolkata,Bangalore,00:57,6h 42m,non-stop,3740
GoAir,20/03/2023,Delhi,Kolkata,19:34,1h 10m,non-stop,4147
Air India,04/01/2023,Kolkata,Delhi,17:01,17h 32m,1 stop,9192
GoAir,11/02/2023,Bangalore,New Delhi,04:14,3h 46m,1 stop,4798
Multiple carriers,12/01/2023,Chennai,Bangalore,11:45,18h 41m,2 stops,10456
Air Asia,21/02/2023,Chennai,Delhi,06:16,6h 12m,2 stops,8469
Vistara,12/04/2023,Bangalore,Delhi,18:19,6h 50m,1 stop,6953
Air Asia,24/02/2023,Chennai,Kolkata,19:47,9h 52m,2 stops,8525
Air India,24/02/2023,Mumbai,Kolkata,06:36,12h 23m,non-stop,6920
Jet Airways,02/02/2023,Bangalore,Delhi,18:26,10h 38m,2 stops,10315
IndiGo,24/02/2023,Bangalore,Cochin,05:22,8h 4m,1 stop,6345
GoAir,10/04/2023,Delhi,Bangalore,10:07,1h 20m,non-stop,3718
GoAir,12/04/2023,Kolkata,Delhi,10:57,8h 35m,non-stop,4789
Multiple carriers,09/03/2023,Mumbai,Bangalore,06:06,18h 17m,non-stop,7675
Vistara,15/04/2023,Chennai,Cochin,10:12,7h 3m,3 stops,9271
IndiGo,16/01/2023,Delhi,Kolkata,03:28,6h 38m,2 stops,7210
Vistara,03/01/2023,Kolkata,Delhi,09:01,21h 50m,non-stop,9117
Air Asia,18/04/2023,Delhi,Bangalore,12:02,18h 58m,non-stop,7190
IndiGo,13/01/2023,Bangalore,Kolkata,13:46,10h 17m,2 stops,8543
GoAir,13/03/2023,Chennai,New Delhi,10:31,20h 3m,3 stops,12111
Air Asia,27/04/2023,Chennai,Hyderabad,03:53,12h 39m,non-stop,5059
SpiceJet,18/01/2023,Bangalore,New Delhi,03:20,23h 46m,3 stops,12213
Jet Airways,26/04/2023,Bangalore,Hyderabad,11:52,18h 0m,non-stop,9031
IndiGo,08/02/2023,Bangalore,New Delhi,02:16,11h 44m,3 stops,9302
Jet Airways,28/02/2023,Kolkata,Delhi,03:08,11h 55m,1 stop,9792
Vistara,16/01/2023,Chennai,Hyderabad,16:33,8h 36m,3 stops,9854
Air Asia,09/04/2023,Delhi,Cochin,23:30,8h 5m,2 stops,8569
Multiple carriers,13/03/2023,Bangalore,Cochin,07:42,21h 47m,1 stop,10173
Air India,08/01/2023,Bangalore,Kolkata,06:00,22h 13m,3 stops,14676
Vistara,13/02/2023,Kolkata,New Delhi,06:52,19h 48m,2 stops,11307
Multiple carriers,20/01/2023,Chennai,Hyderabad,16:06,5h 14m,2 stops,7039
Air Asia,26/01/2023,Mumbai,Delhi,12:12,3h 17m,3 stops,7586
Multiple carriers,14/01/2023,Mumbai,Hyderabad,04:29,4h 47m,non-stop,3492
IndiGo,04/02/2023,Chennai,Bangalore,00:30,22h 33m,3 stops,12220
Multiple carriers,11/01/2023,Bangalore,Delhi,11:27,7h 9m,3 stops,9278
Vistara,07/01/2023,Mumbai,Cochin,14:17,12h 6m,non-stop,6328
Vistara,07/02/2023,Chennai,Bangalore,06:25,6h 38m,2 stops,7584
Air Asia,14/01/2023,Mumbai,Kolkata,21:03,21h 15m,non-stop,7699
Air India,15/03/2023,Bangalore,New Delhi,08:15,3h 34m,non-stop,4314
SpiceJet,02/04/2023,Mumbai,Hyderabad,12:25,13h 6m,1 stop,7753
Multiple carriers,22/01/2023,Chennai,Bangalore,06:22,21h 18m,2 stops,11752
IndiGo,27/04/2023,Bangalore,Delhi,22:39,16h 47m,2 stops,10246
SpiceJet,29/03/2023,Kolkata,Cochin,02:10,6h 21m,3 stops,7790
IndiGo,12/02/2023,Chennai,Kolkata,00:11,9h 56m,non-stop,4099
IndiGo,02/03/2023,Mumbai,Cochin,18:00,16h 55m,1 stop,7967
Air India,14/03/2023,Bangalore,New Delhi,21:18,8h 33m,1 stop,8046
Jet Airways,08/02/2023,Bangalore,New Delhi,23:21,15h 31m,2 stops,11867
Multiple carriers,16/02/2023,Chennai,Cochin,14:00,12h 19m,2 stops,9825
Air Asia,29/03/2023,Bangalore,Cochin,16:46,21h 1m,1 stop,9590
SpiceJet,05/03/2023,Kolkata,Cochin,00:15,19h 47m,3 stops,11486
SpiceJet,23/03/2023,Bangalore,Kolkata,03:17,21h 43m,3 stops,13212
Jet Airways,14/02/2023,Delhi,Hyderabad,10:25,19h 26m,2 stops,12383
SpiceJet,08/03/2023,Bangalore,Delhi,22:21,20h 7m,3 stops,12628
Air Asia,06/02/2023,Mumbai,Cochin,03:00,16h 59m,1 stop,8455
Jet Airways,21/03/2023,Mumbai,Cochin,17:42,6h 19m,3 stops,10590
Air India,06/01/2023,Delhi,Kolkata,06:18,19h 7m,non-stop,8750
Multiple carriers,15/02/2023,Bangalore,Kolkata,21:53,1h 3m,non-stop,2532
GoAir,09/04/2023,Delhi,Hyderabad,17:09,3h 45m,2 stops,6042
SpiceJet,28/04/2023,Chennai,Delhi,02:18,8h 2m,3 stops,9910
GoAir,23/03/2023,Kolkata,Hyderabad,12:27,13h 57m,non-stop,7078
Multiple carriers,23/01/2023,Delhi,Cochin,18:27,22h 56m,2 stops,12147
Jet Airways,18/01/2023,Kolkata,Cochin,13:35,7h 19m,2 stops,8925
Multiple carriers,01/03/2023,Mumbai,Hyderabad,17:11,13h 50m,3 stops,9946
Jet Airways,30/03/2023,Mumbai,Kolkata,10:32,22h 45m,2 stops,13459
GoAir,23/02/2023,Chennai,Kolkata,13:29,1h 58m,non-stop,4210
Vistara,27/04/2023,Bangalore,Delhi,09:50,8h 37m,2 stops,7260
Multiple carriers,17/01/2023,Bangalore,Kolkata,12:42,1h 29m,non-stop,3968
IndiGo,04/02/2023,Bangalore,New Delhi,20:06,11h 38m,non-stop,5933
Multiple carriers,30/03/2023,Mumbai,Kolkata,10:55,2h 7m,non-stop,3936
SpiceJet,13/03/2023,Mumbai,Bangalore,23:31,5h 14m,1 stop,4866
Multiple carriers,21/03/2023,Bangalore,Kolkata,22:12,4h 4m,non-stop,3313
Air India,01/02/2023,Mumbai,New Delhi,06:06,16h 1m,3 stops,12300
IndiGo,21/02/2023,Bangalore,Cochin,15:11,8h 53m,2 stops,8182
Air Asia,25/02/2023,Mumbai,New Delhi,04:40,1h 11m,non-stop,3926
SpiceJet,05/04/2023,Kolkata,Delhi,22:34,7h 30m,3 stops,8343
Multiple carriers,05/03/2023,Bangalore,Delhi,11:42,9h 25m,3 stops,10178
Air India,15/04/2023,Chennai,Kolkata,13:09,1h 18m,non-stop,3496
Vistara,08/02/2023,Bangalore,Delhi,01:41,21h 57m,3 stops,11837
GoAir,28/02/2023,Kolkata,Hyderabad,08:00,6h 22m,1 stop,5714
Vistara,23/01/2023,Mumbai,New Delhi,20:09,12h 41m,2 stops,8941
Jet Airways,08/02/2023,Delhi,Hyderabad,12:04,21h 30m,3 stops,15721
Air Asia,24/01/2023,Mumbai,Hyderabad,18:45,17h 49m,2 stops,9515
GoAir,14/02/2023,Mumbai,Delhi,18:39,13h 4m,non-stop,5310
Jet Airways,27/03/2023,Kolkata,New Delhi,03:31,22h 30m,2 stops,14056
SpiceJet,26/04/2023,Kolkata,New Delhi,05:46,13h 48m,3 stops,11139
Air India,02/02/2023,Bangalore,Delhi,03:02,24h 4m,3 stops,15063
GoAir,18/04/2023,Mumbai,Hyderabad,00:59,6h 20m,non-stop,4930
Air Asia,23/03/2023,Chennai,Bangalore,18:35,7h 12m,2 stops,7755
Air Asia,26/01/2023,Delhi,Bangalore,23:10,14h 52m,1 stop,7176
IndiGo,14/04/2023,Bangalore,New Delhi,04:57,1h 23m,non-stop,2913
Air India,29/03/2023,Delhi,Bangalore,23:58,24h 41m,3 stops,13889
SpiceJet,06/03/2023,Mumbai,Kolkata,11:22,20h 57m,1 stop,9641
Air India,22/03/2023,Chennai,Kolkata,12:55,3h 36m,non-stop,4010
Multiple carriers,05/03/2023,Bangalore,New Delhi,07:03,20h 34m,2 stops,10046
SpiceJet,19/02/2023,Delhi,Cochin,22:22,3h 55m,1 stop,5732
Multiple carriers,15/03/2023,Bangalore,Delhi,07:54,17h 59m,2 stops,10067
IndiGo,25/04/2023,Mumbai,Hyderabad,03:37,16h 59m,2 stops,9837
IndiGo,23/02/2023,Bangalore,Cochin,08:12,11h 56m,non-stop,4535
SpiceJet,12/02/2023,Mumbai,Hyderabad,21:58,2h 15m,3 stops,6649
IndiGo,18/03/2023,Delhi,Kolkata,23:39,3h 56m,3 stops,8688
Jet Airways,06/01/2023,Delhi,Hyderabad,03:02,16h 32m,1 stop,10831
GoAir,08/02/2023,Chennai,Kolkata,07:01,2h 1m,1 stop,5094
Vistara,03/03/2023,Bangalore,Delhi,01:24,25h 24m,1 stop,10630
Vistara,15/01/2023,Mumbai,Bangalore,14:07,20h 57m,2 stops,10720
SpiceJet,28/04/2023,Delhi,Kolkata,01:15,8h 5m,non-stop,3965
Vistara,06/01/2023,Mumbai,Delhi,00:55,24h 15m,non-stop,8156
IndiGo,06/02/2023,Kolkata,Bangalore,01:20,12h 38m,1 stop,6598
Jet Airways,03/03/2023,Mumbai,Kolkata,21:07,22h 4m,non-stop,10012
SpiceJet,05/04/2023,Chennai,Hyderabad,11:57,8h 28m,2 stops,8428
GoAir,22/04/2023,Mumbai,Cochin,20:15,17h 57m,2 stops,9903
Air India,26/04/2023,Bangalore,Cochin,13:45,20h 31m,2 stops,11160
SpiceJet,30/01/2023,Kolkata,Delhi,09:47,18h 13m,non-stop,6762
Jet Airways,26/02/2023,Bangalore,Hyderabad,20:48,15h 7m,non-stop,8771
IndiGo,17/03/2023,Delhi,Cochin,12:19,3h 3m,2 stops,7000
Vistara,21/04/2023,Chennai,New Delhi,12:24,15h 2m,1 stop,7671
Vistara,25/02/2023,Kolkata,Hyderabad,17:03,22h 19m,non-stop,8609
GoAir,07/04/2023,Bangalore,Delhi,10:59,9h 51m,1 stop,7300
IndiGo,17/04/2023,Delhi,Hyderabad,19:27,14h 50m,non-stop,6653
Air India,03/04/2023,Mumbai,Kolkata,21:18,18h 29m,3 stops,13172
Multiple carriers,29/04/2023,Kolkata,Hyderabad,07:08,1h 17m,non-stop,2425
SpiceJet,13/02/2023,Mumbai,Cochin,18:25,2h 39m,2 stops,5740
Multiple carriers,14/04/2023,Delhi,Hyderabad,19:00,4h 19m,2 stops,7712
Multiple carriers,26/02/2023,Kolkata,New Delhi,00:29,2h 22m,3 stops,8306
SpiceJet,16/03/2023,Chennai,New Delhi,02:17,20h 35m,2 stops,11452
Air India,03/02/2023,Chennai,Bangalore,08:16,16h 8m,1 stop,9790
Jet Airways,25/03/2023,Kolkata,Delhi,01:14,4h 41m,non-stop,5377
Air Asia,06/01/2023,Mumbai,Cochin,17:45,8h 3m,2 stops,8997
Multiple carriers,19/04/2023,Bangalore,Hyderabad,11:34,23h 2m,1 stop,9966
Air India,26/02/2023,Bangalore,Delhi,03:32,3h 15m,1 stop,5917
GoAir,24/03/2023,Chennai,New Delhi,13:56,10h 9m,non-stop,5168
GoAir,25/04/2023,Delhi,Kolkata,20:23,16h 18m,non-stop,6328
GoAir,30/04/2023,Bangalore,Cochin,04:58,19h 1m,non-stop,7997
SpiceJet,10/04/2023,Delhi,Hyderabad,23:32,19h 45m,2 stops,11174
SpiceJet,05/01/2023,Chennai,Delhi,21:46,5h 24m,non-stop,4706
Air India,06/03/2023,Kolkata,Delhi,18:40,18h 46m,3 stops,13103
Air India,19/03/2023,Mumbai,New Delhi,15:42,17h 33m,3 stops,12399
Multiple carriers,07/02/2023,Kolkata,Delhi,07:21,8h 51m,2 stops,7472
Air Asia,15/01/2023,Delhi,Hyderabad,22:15,15h 46m,3 stops,10991
Air India,25/03/2023,Delhi,Cochin,15:38,8h 28m,3 stops,9970
Jet Airways,10/04/2023,Mumbai,Bangalore,13:43,19h 42m,1 stop,11490
Multiple carriers,10/02/2023,Delhi,Cochin,03:05,14h 26m,1 stop,8179
Air Asia,23/04/2023,Kolkata,Bangalore,14:00,6h 7m,3 stops,8539
Air Asia,17/04/2023,Bangalore,New Delhi,13:01,23h 10m,non-stop,8021
Vistara,17/01/2023,Chennai,Cochin,12:44,18h 15m,2 stops,9743
GoAir,06/01/2023,Delhi,Hyderabad,02:47,12h 28m,3 stops,10791
Air Asia,07/04/2023,Chennai,Cochin,15:44,5h 46m,1 stop,6232
Air India,17/03/2023,Kolkata,New Delhi,18:23,22h 41m,3 stops,13776
GoAir,07/03/2023,Chennai,Bangalore,23:37,9h 49m,non-stop,4725
Multiple carriers,07/01/2023,Chennai,Cochin,18:33,17h 37m,3 stops,11334
GoAir,07/04/2023,Chennai,Cochin,05:09,2h 52m,1 stop,4881
Multiple carriers,10/02/2023,Mumbai,Delhi,03:22,10h 10m,non-stop,5089
Multiple carriers,29/01/2023,Chennai,Kolkata,05:18,9h 38m,non-stop,6143
SpiceJet,13/01/2023,Delhi,Bangalore,06:35,17h 48m,1 stop,7306
IndiGo,13/04/2023,Mumbai,Delhi,06:00,16h 53m,non-stop,6256
SpiceJet,04/04/2023,Delhi,Kolkata,14:33,5h 53m,3 stops,7854
Air India,24/04/2023,Bangalore,Kolkata,13:31,9h 5m,1 stop,7320
Air India,12/04/2023,Delhi,Hyderabad,07:46,3h 20m,1 stop,6288
GoAir,22/03/2023,Delhi,Kolkata,23:32,22h 49m,non-stop,8947
GoAir,13/01/2023,Bangalore,Kolkata,22:50,17h 20m,1 stop,9473
IndiGo,18/02/2023,Bangalore,Delhi,07:43,7h 16m,3 stops,8060
Air Asia,05/03/2023,Kolkata,Hyderabad,09:08,7h 40m,non-stop,5697
SpiceJet,09/01/2023,Bangalore,Kolkata,15:35,20h 13m,1 stop,8079
Vistara,22/03/2023,Delhi,Kolkata,18:15,21h 22m,3 stops,12836
Jet Airways,23/04/2023,Delhi,Bangalore,09:42,16h 31m,3 stops,13724
GoAir,07/02/2023,Mumbai,Kolkata,03:14,4h 56m,2 stops,6859
Air Asia,26/03/2023,Delhi,Bangalore,13:07,6h 29m,2 stops,7852
Air India,20/02/2023,Delhi,Hyderabad,22:08,25h 56m,3 stops,15470
Air Asia,29/03/2023,Mumbai,Kolkata,07:01,10h 17m,1 stop,7822
Vistara,09/04/2023,Bangalore,Delhi,10:16,22h 20m,3 stops,12801
Air Asia,03/02/2023,Chennai,Kolkata,01:17,16h 46m,1 stop,8195
IndiGo,22/02/2023,Delhi,Kolkata,07:36,6h 34m,1 stop,6096
Air India,12/02/2023,Mumbai,Delhi,04:38,18h 1m,non-stop,9143
Vistara,12/02/2023,Bangalore,Hyderabad,11:49,25h 35m,non-stop,9591
IndiGo,16/02/2023,Mumbai,Bangalore,17:12,6h 53m,3 stops,9260
SpiceJet,27/04/2023,Delhi,Bangalore,11:21,14h 13m,1 stop,8425
IndiGo,07/04/2023,Bangalore,New Delhi,16:06,17h 25m,3 stops,10336
Jet Airways,04/01/2023,Delhi,Cochin,07:40,25h 44m,1 stop,11819
Multiple carriers,25/03/2023,Bangalore,Kolkata,12:08,24h 56m,2 stops,12765
Air India,06/03/2023,Bangalore,New Delhi,23:45,25h 46m,3 stops,13791
IndiGo,28/04/2023,Mumbai,Delhi,04:06,24h 37m,3 stops,12397
Multiple carriers,07/03/2023,Delhi,Kolkata,23:01,10h 17m,3 stops,9415
Air India,15/03/2023,Delhi,Hyderabad,15:24,10h 27m,non-stop,5955
Vistara,03/03/2023,Mumbai,Cochin,09:58,23h 34m,1 stop,10033
IndiGo,20/02/2023,Chennai,Hyderabad,11:48,18h 45m,non-stop,6926
SpiceJet,20/02/2023,Mumbai,New Delhi,07:28,12h 30m,non-stop,5816
Multiple carriers,14/04/2023,Delhi,Bangalore,20:05,4h 35m,1 stop,4925
Air Asia,11/01/2023,Mumbai,Bangalore,04:25,20h 53m,3 stops,12571
SpiceJet,02/02/2023,Bangalore,Kolkata,13:19,24h 21m,1 stop,9074
GoAir,22/02/2023,Mumbai,Delhi,00:17,23h 13m,3 stops,13367
Air Asia,31/01/2023,Delhi,Hyderabad,10:29,23h 30m,non-stop,9636
Air India,10/01/2023,Chennai,Hyderabad,12:08,25h 0m,1 stop,11814
Air India,26/02/2023,Kolkata,Bangalore,03:02,14h 31m,1 stop,9282
Air Asia,22/04/2023,Kolkata,Hyderabad,17:26,13h 0m,2 stops,8490
Vistara,29/04/2023,Delhi,Hyderabad,21:17,17h 20m,2 stops,10404
Jet Airways,08/03/2023,Kolkata,Cochin,21:13,20h 45m,2 stops,13063
Multiple carriers,27/01/2023,Chennai,Kolkata,10:59,24h 46m,1 stop,9836
Air Asia,23/02/2023,Bangalore,Cochin,05:09,16h 4m,non-stop,6638
SpiceJet,13/01/2023,Kolkata,Hyderabad,17:29,11h 6m,non-stop,5529
Air Asia,09/01/2023,Mumbai,Bangalore,11:40,18h 56m,1 stop,8706
IndiGo,06/02/2023,Kolkata,Cochin,13:37,24h 19m,2 stops,11778
Vistara,26/03/2023,Delhi,Hyderabad,06:04,19h 9m,non-stop,8246
SpiceJet,03/02/2023,Delhi,Bangalore,18:06,5h 51m,3 stops,7926
Multiple carriers,27/04/2023,Mumbai,Hyderabad,15:13,6h 0m,1 stop,5443
Air India,19/01/2023,Mumbai,Bangalore,05:30,1h 20m,non-stop,5084
IndiGo,14/04/2023,Kolkata,Delhi,14:27,22h 30m,2 stops,10619
Air India,20/02/2023,Kolkata,Delhi,12:49,13h 45m,3 stops,11477
Multiple carriers,09/03/2023,Mumbai,Cochin,02:56,20h 53m,1 stop,10456
Jet Airways,19/01/2023,Delhi,Hyderabad,13:35,15h 31m,2 stops,12153
Air India,25/03/2023,Mumbai,Kolkata,11:11,1h 55m,non-stop,5001
Air Asia,24/02/2023,Delhi,Hyderabad,06:39,18h 56m,1 stop,8783
GoAir,02/01/2023,Kolkata,Hyderabad,06:28,12h 33m,1 stop,6511
Multiple carriers,28/04/2023,Delhi,Cochin,08:32,1h 38m,non-stop,2318
Multiple carriers,06/01/2023,Chennai,Kolkata,22:45,9h 17m,non-stop,6238
IndiGo,22/03/2023,Chennai,Delhi,14:31,6h 30m,non-stop,3078
GoAir,25/04/2023,Bangalore,Delhi,22:09,23h 47m,1 stop,11033
Jet Airways,17/04/2023,Bangalore,Kolkata,03:03,15h 40m,non-stop,8393
Air India,20/04/2023,Mumbai,Cochin,06:41,20h 47m,non-stop,8681
GoAir,03/04/2023,Kolkata,Delhi,11:33,1h 42m,non-stop,3102
IndiGo,19/01/2023,Bangalore,Delhi,23:17,3h 11m,3 stops,6841
Multiple carriers,30/03/2023,Mumbai,Bangalore,16:26,6h 40m,non-stop,4137
Multiple carriers,16/01/2023,Mumbai,Cochin,10:29,19h 53m,non-stop,7909
Air Asia,28/04/2023,Bangalore,New Delhi,02:11,24h 5m,1 stop,10150
IndiGo,28/01/2023,Kolkata,New Delhi,20:23,15h 5m,1 stop,7380
SpiceJet,07/01/2023,Kolkata,Cochin,12:45,10h 11m,2 stops,7287
GoAir,17/04/2023,Chennai,Bangalore,06:17,7h 11m,2 stops,7281
Air Asia,15/02/2023,Delhi,Kolkata,18:23,12h 49m,3 stops,11198
Jet Airways,19/02/2023,Bangalore,Delhi,04:34,19h 13m,3 stops,13960
Multiple carriers,31/03/2023,Kolkata,Cochin,16:35,24h 50m,2 stops,11185
SpiceJet,01/03/2023,Delhi,Bangalore,08:02,4h 33m,1 stop,4973
Jet Airways,11/02/2023,Chennai,Delhi,11:36,13h 42m,non-stop,7910
Air India,23/02/2023,Delhi,Bangalore,15:21,11h 41m,non-stop,6133
GoAir,01/03/2023,Delhi,Bangalore,17:11,25h 1m,3 stops,14407
Air Asia,30/03/2023,Mumbai,Delhi,13:46,13h 30m,1 stop,7267
GoAir,03/03/2023,Mumbai,Cochin,21:25,10h 2m,1 stop,7562
Air India,10/04/2023,Chennai,Kolkata,08:36,13h 37m,non-stop,6585
Jet Airways,01/05/2023,Delhi,Hyderabad,16:12,19h 48m,1 stop,10516
GoAir,09/02/2023,Bangalore,New Delhi,04:51,12h 29m,3 stops,9838
Air Asia,19/01/2023,Bangalore,Hyderabad,06:56,6h 19m,2 stops,6664
Jet Airways,25/02/2023,Kolkata,Bangalore,02:46,8h 9m,2 stops,9010
Air Asia,13/01/2023,Kolkata,Cochin,15:35,22h 25m,1 stop,10869
Air Asia,01/04/2023,Chennai,Kolkata,07:48,4h 24m,1 stop,5151
Jet Airways,25/04/2023,Chennai,Cochin,09:52,22h 46m,3 stops,15222
Vistara,14/02/2023,Mumbai,New Delhi,15:42,24h 37m,non-stop,8454
Jet Airways,16/02/2023,Kolkata,Cochin,10:32,1h 39m,non-stop,6123
Air India,05/03/2023,Kolkata,Bangalore,06:02,7h 19m,3 stops,9440
GoAir,24/01/2023,Chennai,Hyderabad,13:09,10h 19m,3 stops,10382
Air Asia,23/02/2023,Bangalore,Cochin,05:10,13h 43m,non-stop,6202
Air India,04/04/2023,Delhi,Hyderabad,03:41,13h 51m,non-stop,6579
GoAir,06/03/2023,Kolkata,Delhi,12:43,15h 0m,3 stops,11589
Vistara,08/02/2023,Chennai,New Delhi,13:16,24h 40m,non-stop,9236
Air Asia,10/04/2023,Mumbai,Cochin,15:45,11h 54m,2 stops,7978
Jet Airways,08/04/2023,Chennai,Delhi,12:55,22h 5m,1 stop,11014
GoAir,26/01/2023,Mumbai,Cochin,16:52,20h 46m,3 stops,12390
IndiGo,06/01/2023,Chennai,Cochin,03:55,16h 29m,2 stops,8602
GoAir,13/02/2023,Delhi,Kolkata,21:18,25h 52m,non-stop,9361
Multiple carriers,15/02/2023,Kolkata,Cochin,13:01,15h 20m,2 stops,10052
IndiGo,15/02/2023,Mumbai,New Delhi,23:02,18h 47m,3 stops,11009
Jet Airways,13/01/2023,Bangalore,Delhi,04:46,5h 40m,3 stops,10632
Multiple carriers,30/03/2023,Delhi,Kolkata,19:15,24h 52m,3 stops,12583
Air India,05/01/2023,Delhi,Cochin,04:38,24h 40m,non-stop,9782
Air India,06/04/2023,Delhi,Hyderabad,09:27,13h 1m,1 stop,9696
Multiple carriers,15/01/2023,Bangalore,Kolkata,06:36,9h 19m,1 stop,7171
IndiGo,28/01/2023,Delhi,Kolkata,13:17,24h 44m,1 stop,9566
IndiGo,27/04/2023,Mumbai,Kolkata,05:43,10h 17m,non-stop,4833
SpiceJet,26/03/2023,Bangalore,Kolkata,04:17,9h 29m,2 stops,6948
SpiceJet,01/04/2023,Kolkata,New Delhi,10:14,3h 39m,2 stops,6741
Air Asia,23/03/2023,Mumbai,Kolkata,19:21,18h 24m,3 stops,12904
IndiGo,10/02/2023,Delhi,Cochin,11:52,15h 9m,3 stops,11499
Air Asia,31/03/2023,Kolkata,Delhi,05:43,13h 16m,3 stops,9816
Air India,14/02/2023,Chennai,Delhi,02:13,24h 33m,2 stops,12622
Multiple carriers,28/03/2023,Delhi,Kolkata,14:01,5h 39m,1 stop,6028
GoAir,23/02/2023,Mumbai,Kolkata,00:48,10h 35m,3 stops,9480
Vistara,18/02/2023,Mumbai,Bangalore,19:54,4h 6m,3 stops,7947
SpiceJet,07/02/2023,Bangalore,Delhi,05:55,6h 49m,3 stops,8626
Vistara,23/02/2023,Delhi,Bangalore,19:17,11h 49m,2 stops,9040
Air India,29/01/2023,Delhi,Kolkata,12:31,25h 29m,2 stops,13941
Air Asia,21/02/2023,Kolkata,Bangalore,09:00,18h 53m,2 stops,11062
Air Asia,27/04/2023,Kolkata,Hyderabad,03:24,19h 41m,3 stops,13245
Vistara,23/03/2023,Chennai,Bangalore,00:39,8h 8m,non-stop,5227
Vistara,20/03/2023,Bangalore,Cochin,07:10,19h 40m,3 stops,12651
Air India,18/03/2023,Delhi,Hyderabad,20:24,18h 32m,1 stop,10741
Jet Airways,03/04/2023,Chennai,Cochin,07:11,16h 59m,1 stop,10160
Jet Airways,15/03/2023,Delhi,Bangalore,14:29,8h 43m,3 stops,10995
Jet Airways,24/03/2023,Chennai,Delhi,03:51,20h 53m,2 stops,13786
Jet Airways,09/01/2023,Kolkata,Hyderabad,00:47,2h 43m,3 stops,10775
Air Asia,11/04/2023,Chennai,New Delhi,13:16,23h 34m,non-stop,9215
IndiGo,16/04/2023,Chennai,Kolkata,23:03,10h 51m,3 stops,10196
IndiGo,02/04/2023,Delhi,Kolkata,16:40,21h 28m,3 stops,12862
Air India,08/04/2023,Bangalore,Cochin,18:48,4h 46m,1 stop,6250
Vistara,27/04/2023,Delhi,Bangalore,07:50,16h 13m,2 stops,9198
GoAir,26/04/2023,Bangalore,Kolkata,22:31,25h 15m,2 stops,11951
Multiple carriers,11/04/2023,Chennai,Cochin,14:44,9h 36m,2 stops,8467
IndiGo,08/03/2023,Kolkata,Bangalore,09:01,8h 56m,2 stops,7654
GoAir,01/05/2023,Delhi,Cochin,22:10,19h 40m,2 stops,10723
Air Asia,06/04/2023,Delhi,Bangalore,22:08,5h 38m,2 stops,8009
Vistara,30/01/2023,Delhi,Hyderabad,00:54,7h 37m,2 stops,7053
IndiGo,03/04/2023,Delhi,Cochin,16:47,17h 25m,3 stops,11516
Jet Airways,20/01/2023,Delhi,Hyderabad,18:54,17h 20m,2 stops,12024
Air Asia,03/03/2023,Kolkata,Delhi,05:30,13h 0m,non-stop,5951
SpiceJet,29/01/2023,Delhi,Bangalore,04:17,20h 49m,non-stop,7831
SpiceJet,28/02/2023,Delhi,Kolkata,18:58,21h 58m,non-stop,8470
SpiceJet,27/03/2023,Kolkata,Cochin,01:25,21h 6m,2 stops,10789
Air India,10/03/2023,Delhi,Hyderabad,02:51,2h 28m,1 stop,5501
Multiple carriers,30/04/2023,Kolkata,Hyderabad,20:54,8h 14m,3 stops,8863
IndiGo,12/03/2023,Mumbai,Cochin,08:05,24h 12m,non-stop,9355
Jet Airways,08/01/2023,Mumbai,Cochin,06:14,8h 37m,3 stops,11450
Air India,10/02/2023,Mumbai,New Delhi,20:04,7h 30m,non-stop,5655
Air India,13/01/2023,Chennai,Bangalore,17:37,7h 38m,3 stops,9864
IndiGo,21/04/2023,Mumbai,Kolkata,03:46,15h 49m,1 stop,7956
Air Asia,07/04/2023,Bangalore,Cochin,13:38,9h 31m,1 stop,6423
Air Asia,24/03/2023,Mumbai,Cochin,09:16,18h 15m,2 stops,10063
Multiple carriers,07/04/2023,Chennai,New Delhi,05:31,1h 20m,non-stop,3265
